Lat,Long,Confirmed,Deaths,Recovered,cluster,prob
39.3054,117.323,88,1,4,3,0.9995588456571681
39.549,116.1306,328,6,0,3,0.9942936851075516
19.1959,109.7453,170,6,162,3,0.9994549138452473
64.8255,-124.8457,5,0,0,3,0.9999597371589038
31.9522,35.2332,0,0,0,3,0.99970606698366
42.3154,43.3569,757,12,600,0,0.99996329036015
41.87194,12.56738,241419,34854,191944,4,1.0
28.1667,84.25,1,0,1,3,0.9996361074322343
-11.2027,17.8739,0,0,0,3,0.9998467284141276
49.8153,6.1296,3115,52,500,0,0.9999948411979833
-31.9505,115.8605,658,9,644,0,0.9999949990388146
46.1512,14.9955,1953,113,1603,0,0.9999879056146364
56.8796,24.6032,280,0,1,3,0.9979301877934154
40.0,-100.0,13,0,3,3,0.9999448503224747
-4.6796,55.492,108,0,27,3,0.9997960803592912
47.5162,14.5501,17380,690,16241,4,1.0
-0.0236,37.9062,2021,69,482,0,0.9999980927537278
27.614,115.7221,937,1,935,0,0.999998325039804
17.0608,-61.7964,26,3,22,3,0.9999100329459037
26.3351,17.228331,1268,36,306,0,0.9999960670838984
49.8175,15.473,0,0,0,3,0.9996990247701137
-17.6797,149.4068,60,0,60,3,0.9998492637991115
45.1,15.2,2539,107,2150,0,0.999987251167037
21.9162,95.956,232,6,143,3,0.9995391682186716
16.265,-61.551,53,0,0,3,0.9999151117739703
-8.874217,125.727539,0,0,0,3,0.9997704096261285
40.1431,47.5769,122,3,15,3,0.9996364191496485
52.1326,5.2913,44249,5715,0,4,1.0
-18.766947,46.869107,698,5,164,3,0.5157888131401932
-13.2543,34.3015,1613,17,317,0,0.9999989040694307
3.9193,-56.0278,389,10,181,3,0.9987389533210935
12.1696,-68.99,16,1,14,3,0.9999257767882745
43.9424,12.4578,623,41,114,0,0.9991720987676683
13.4432,-15.3101,3,1,0,3,0.9998495785999597
32.427908,53.68804599999999,53183,3294,17935,4,1.0
12.879721,121.774017,3,1,1,3,0.9996833618265778
25.3548,51.1839,83174,82,62172,4,1.0
6.877000000000002,31.307,1,0,0,3,0.9997880016211732
17.0608,-61.7964,25,3,19,3,0.9999106984882555
44.0935,113.9448,75,1,70,3,0.9996418022801735
47.1625,19.5033,0,0,0,3,0.999695872936373
41.2956,122.6085,149,2,147,3,0.9995101229787788
-21.1151,55.5364,358,0,40,3,0.9977134043378634
10.6918,-61.2225,133,8,124,3,0.9997676503191919
48.669,19.699,204,0,7,3,0.9993645437931026
-1.9403,29.8739,377,1,262,3,0.994604195445584
17.9,-62.8333,3,0,0,3,0.999914480676992
50.8333,4.469936,15348,1011,2495,4,1.0
-11.2027,17.8739,0,0,0,3,0.9998467284141276
15.1794,39.7823,34,0,0,3,0.9997603695590366
-20.904305,165.618042,18,0,1,3,0.9998350085031926
37.5777,112.2922,133,0,133,3,0.9995510423319659
37.5777,112.2922,27,0,1,3,0.9995807979490768
14.6415,-61.0242,249,14,98,3,0.9995660984843724
33.223191,43.679291,2767,109,1734,0,0.9999935173604529
20.593684,78.96288,3,0,3,3,0.9996797226832623
47.4116,28.3699,20794,680,14183,4,1.0
51.165691,10.451526,192480,8914,175825,4,1.0
58.5953,25.0136,0,0,0,3,0.9996419527132423
